fecha_corte,centro_logistico,producto_id,categoria,subcategoria,stock_unidades,valor_inventario_cop
2023-05-31,Barranquilla,55,Equipos Eléctricos,Cables,92,24612034
2023-05-31,Barranquilla,146,Materiales de Construcción,Aislantes,164,7850094
2023-05-31,Barranquilla,135,Materiales de Construcción,Adhesivos,157,58481050
2023-05-31,Barranquilla,42,Equipos Eléctricos,Breakers,53,18653082
2023-05-31,Barranquilla,65,Repuestos Automotrices,Filtros,224,6246953
2023-05-31,Barranquilla,139,Materiales de Construcción,Tuberías,67,59835480
2023-05-31,Barranquilla,76,Repuestos Automotrices,Frenos,167,147654454
2023-05-31,Barranquilla,82,Repuestos Automotrices,Lubricantes,150,95938944
2023-05-31,Barranquilla,109,Tecnología y Seguridad,DVR,78,27081298
2023-05-31,Barranquilla,121,Tecnología y Seguridad,Control de acceso,176,182590712
2023-05-31,Barranquilla,38,Equipos Eléctricos,Transformadores,221,172824824
2023-05-31,Barranquilla,101,Tecnología y Seguridad,Cámaras,177,114207620
2023-05-31,Barranquilla,62,Equipos Eléctricos,Tableros,195,61919013
2023-05-31,Barranquilla,155,Materiales de Construcción,Impermeabilizantes,69,56207168
2023-05-31,Barranquilla,71,Repuestos Automotrices,Filtros,30,31052112
2023-05-31,Barranquilla,25,Herramientas Industriales,Compresores,88,49265643
2023-05-31,Barranquilla,68,Repuestos Automotrices,Filtros,135,137273316
2023-05-31,Barranquilla,21,Herramientas Industriales,Sierras,76,10748269
2023-05-31,Barranquilla,2,Herramientas Industriales,Taladros,96,78953762
2023-05-31,Barranquilla,75,Repuestos Automotrices,Frenos,262,20338785
2023-05-31,Barranquilla,41,Equipos Eléctricos,Breakers,134,111057074
2023-05-31,Cali,112,Tecnología y Seguridad,DVR,116,12519852
2023-05-31,Cali,76,Repuestos Automotrices,Frenos,141,135844991
2023-05-31,Cali,16,Herramientas Industriales,Llaves,107,64570918
2023-05-31,Cali,121,Tecnología y Seguridad,Control de acceso,118,112911322
2023-05-31,Cali,30,Herramientas Industriales,Compresores,101,7279239
2023-05-31,Cali,68,Repuestos Automotrices,Filtros,89,90806425
2023-05-31,Cali,33,Equipos Eléctricos,Transformadores,67,19879443
2023-05-31,Cali,69,Repuestos Automotrices,Filtros,233,136422630
2023-05-31,Cali,49,Equipos Eléctricos,Cables,63,35248279
2023-05-31,Cali,20,Herramientas Industriales,Sierras,108,74170428
2023-05-31,Cali,36,Equipos Eléctricos,Transformadores,174,130373207
2023-05-31,Cali,1,Herramientas Industriales,Taladros,137,57947771
2023-05-31,Cali,95,Repuestos Automotrices,Bujías,58,34956831
2023-05-31,Cali,96,Repuestos Automotrices,Bujías,157,16832932
2023-05-31,Cali,126,Tecnología y Seguridad,Control de acceso,89,28498283
2023-05-31,Cali,2,Herramientas Industriales,Taladros,207,148080963
2023-05-31,Cali,90,Repuestos Automotrices,Bujías,110,107239147
2023-05-31,Cali,17,Herramientas Industriales,Sierras,146,12549233
2023-05-31,Cali,133,Materiales de Construcción,Adhesivos,178,151825740
2023-05-31,Cali,145,Materiales de Construcción,Aislantes,171,54513428
2023-05-31,Cali,135,Materiales de Construcción,Adhesivos,283,105222075
2023-05-31,Cali,71,Repuestos Automotrices,Filtros,90,88300413
2023-05-31,Cali,26,Herramientas Industriales,Compresores,62,64372841
2023-05-31,Cali,77,Repuestos Automotrices,Frenos,66,11182774
2023-05-31,Cali,159,Materiales de Construcción,Impermeabilizantes,209,89581814
2023-05-31,Cali,5,Herramientas Industriales,Taladros,177,113875356
2023-05-31,Cali,54,Equipos Eléctricos,Cables,116,50827229
2023-05-31,Cali,116,Tecnología y Seguridad,Sensores,102,83793091
2023-05-31,Cali,154,Materiales de Construcción,Impermeabilizantes,177,100884876
2023-05-31,Cali,31,Herramientas Industriales,Compresores,53,21372732
2023-05-31,Cali,89,Repuestos Automotrices,Bujías,101,69773685
2023-05-31,Cali,37,Equipos Eléctricos,Transformadores,141,3945783
2023-05-31,Cali,156,Materiales de Construcción,Impermeabilizantes,219,110715180
2023-05-31,Cali,109,Tecnología y Seguridad,DVR,83,31184372
2023-05-31,Cali,28,Herramientas Industriales,Compresores,149,99493591
2023-05-31,Cali,113,Tecnología y Seguridad,Sensores,72,19980296
2023-05-31,Cali,97,Tecnología y Seguridad,Cámaras,186,181360953
2023-05-31,Cali,140,Materiales de Construcción,Tuberías,119,80540595
2023-05-31,Cali,83,Repuestos Automotrices,Lubricantes,135,15579181
2023-05-31,Cali,24,Herramientas Industriales,Sierras,120,37451533
2023-05-31,Cali,40,Equipos Eléctricos,Transformadores,81,30864455
2023-05-31,Cali,111,Tecnología y Seguridad,DVR,45,29797384
2023-05-31,Cali,10,Herramientas Industriales,Llaves,167,81846961
2023-05-31,Cali,86,Repuestos Automotrices,Lubricantes,13,9081016
2023-05-31,Cali,144,Materiales de Construcción,Tuberías,118,54762936
2023-05-31,Cali,74,Repuestos Automotrices,Frenos,137,86913208
2023-05-31,Cali,80,Repuestos Automotrices,Frenos,100,25177298
2023-05-31,Cali,128,Tecnología y Seguridad,Control de acceso,238,45669237
2023-05-31,Cali,94,Repuestos Automotrices,Bujías,94,86401052
2023-05-31,Cali,79,Repuestos Automotrices,Frenos,124,89289647
2023-05-31,Cali,67,Repuestos Automotrices,Filtros,5,680652
2023-05-31,Cali,78,Repuestos Automotrices,Frenos,178,182585239
2023-05-31,Cali,3,Herramientas Industriales,Taladros,132,25182272
2023-05-31,Cali,8,Herramientas Industriales,Taladros,106,21488490
2023-05-31,Cali,55,Equipos Eléctricos,Cables,173,44177756
2023-05-31,Cali,45,Equipos Eléctricos,Breakers,0,0
2023-05-31,Cali,157,Materiales de Construcción,Impermeabilizantes,127,5822073
2023-05-31,Cali,122,Tecnología y Seguridad,Control de acceso,109,110958520
2023-05-31,Cali,114,Tecnología y Seguridad,Sensores,110,102776804
2023-05-31,Cali,110,Tecnología y Seguridad,DVR,159,110168429
2023-06-30,Bogotá,39,Equipos Eléctricos,Transformadores,59,47116946
2023-06-30,Bogotá,139,Materiales de Construcción,Tuberías,69,60868126
2023-06-30,Bogotá,81,Repuestos Automotrices,Lubricantes,112,47622978
2023-06-30,Bogotá,27,Herramientas Industriales,Compresores,89,89582720
2023-06-30,Bogotá,12,Herramientas Industriales,Llaves,227,71400611
2023-06-30,Bogotá,111,Tecnología y Seguridad,DVR,133,95046714
2023-06-30,Bogotá,86,Repuestos Automotrices,Lubricantes,148,96306816
2023-06-30,Bogotá,24,Herramientas Industriales,Sierras,115,39625442
2023-06-30,Bogotá,31,Herramientas Industriales,Compresores,162,63189238
2023-06-30,Bogotá,156,Materiales de Construcción,Impermeabilizantes,110,50235815
2023-06-30,Bogotá,87,Repuestos Automotrices,Lubricantes,76,43804901
2023-06-30,Bogotá,95,Repuestos Automotrices,Bujías,156,82831484
2023-06-30,Bogotá,78,Repuestos Automotrices,Frenos,83,79948973
2023-06-30,Bogotá,107,Tecnología y Seguridad,DVR,139,95015517
2023-06-30,Bogotá,51,Equipos Eléctricos,Cables,119,6725706
2023-06-30,Bogotá,127,Tecnología y Seguridad,Control de acceso,190,169010127
2023-06-30,Bogotá,59,Equipos Eléctricos,Tableros,222,196244212
2023-06-30,Bogotá,5,Herramientas Industriales,Taladros,94,62960635
2023-06-30,Bogotá,46,Equipos Eléctricos,Breakers,137,18338952
2023-06-30,Bogotá,149,Materiales de Construcción,Aislantes,0,0
2023-06-30,Bogotá,104,Tecnología y Seguridad,Cámaras,182,22068544
2023-06-30,Bogotá,134,Materiales de Construcción,Adhesivos,140,107555480
2023-06-30,Bogotá,52,Equipos Eléctricos,Cables,170,55910231
2023-06-30,Bogotá,117,Tecnología y Seguridad,Sensores,121,72489219
2023-06-30,Bogotá,157,Materiales de Construcción,Impermeabilizantes,172,8345697
2023-06-30,Bogotá,62,Equipos Eléctricos,Tableros,149,50098019
2023-06-30,Bogotá,153,Materiales de Construcción,Impermeabilizantes,169,138401085
2023-06-30,Bogotá,126,Tecnología y Seguridad,Control de acceso,185,59303838
2023-06-30,Bogotá,11,Herramientas Industriales,Llaves,142,95222573
2023-06-30,Bogotá,154,Materiales de Construcción,Impermeabilizantes,88,49226850
2023-06-30,Bogotá,152,Materiales de Construcción,Aislantes,60,34031188
2023-06-30,Bogotá,40,Equipos Eléctricos,Transformadores,159,58327279
2023-06-30,Bogotá,136,Materiales de Construcción,Adhesivos,67,52816321
2023-06-30,Bogotá,54,Equipos Eléctricos,Cables,61,27428350
2023-06-30,Bogotá,118,Tecnología y Seguridad,Sensores,83,18663539
2023-06-30,Bogotá,71,Repuestos Automotrices,Filtros,23,24396806
2023-06-30,Bogotá,1,Herramientas Industriales,Taladros,116,45472320
2023-06-30,Bogotá,137,Materiales de Construcción,Tuberías,73,61557378
2023-06-30,Bogotá,158,Materiales de Construcción,Impermeabilizantes,143,122371604
2023-06-30,Bogotá,17,Herramientas Industriales,Sierras,57,5234043
2023-06-30,Bogotá,85,Repuestos Automotrices,Lubricantes,199,13331246
2023-06-30,Bogotá,119,Tecnología y Seguridad,Sensores,131,38271957
2023-06-30,Bogotá,47,Equipos Eléctricos,Breakers,130,106465186
2023-06-30,Bogotá,144,Materiales de Construcción,Tuberías,197,96350787
2023-06-30,Bogotá,21,Herramientas Industriales,Sierras,121,18986624
2023-06-30,Bogotá,73,Repuestos Automotrices,Frenos,138,45823228
2023-06-30,Bogotá,84,Repuestos Automotrices,Lubricantes,109,36756721
2023-06-30,Bogotá,19,Herramientas Industriales,Sierras,216,67318018
2023-06-30,Bogotá,50,Equipos Eléctricos,Cables,79,3843477
2023-06-30,Bogotá,125,Tecnología y Seguridad,Control de acceso,149,140631911
2023-06-30,Bogotá,64,Equipos Eléctricos,Tableros,70,61937150
2023-06-30,Bogotá,13,Herramientas Industriales,Llaves,114,58642953
2023-06-30,Bogotá,33,Equipos Eléctricos,Transformadores,131,40981718
2023-06-30,Bogotá,89,Repuestos Automotrices,Bujías,3,1997824
2023-06-30,Bogotá,113,Tecnología y Seguridad,Sensores,109,32908202
2023-06-30,Bogotá,114,Tecnología y Seguridad,Sensores,194,193224640
2023-06-30,Bogotá,3,Herramientas Industriales,Taladros,63,10584380
2023-06-30,Bogotá,98,Tecnología y Seguridad,Cámaras,19,7437967
2023-06-30,Bogotá,10,Herramientas Industriales,Llaves,55,26127750
2023-06-30,Bogotá,116,Tecnología y Seguridad,Sensores,176,146198650
2023-06-30,Barranquilla,66,Repuestos Automotrices,Filtros,150,64420861
2023-06-30,Barranquilla,135,Materiales de Construcción,Adhesivos,131,48556101
2023-06-30,Barranquilla,15,Herramientas Industriales,Llaves,75,49619170
2023-06-30,Barranquilla,64,Equipos Eléctricos,Tableros,90,71909109
2023-06-30,Barranquilla,59,Equipos Eléctricos,Tableros,137,106326614
2023-06-30,Barranquilla,113,Tecnología y Seguridad,Sensores,109,33034699
2023-06-30,Barranquilla,101,Tecnología y Seguridad,Cámaras,164,115417183
2023-06-30,Barranquilla,139,Materiales de Construcción,Tuberías,86,68514115
2023-06-30,Barranquilla,150,Materiales de Construcción,Aislantes,117,73409559
2023-06-30,Barranquilla,58,Equipos Eléctricos,Tableros,215,150466755
2023-06-30,Barranquilla,3,Herramientas Industriales,Taladros,170,28645229
2023-06-30,Barranquilla,109,Tecnología y Seguridad,DVR,140,48984967
2023-06-30,Barranquilla,16,Herramientas Industriales,Llaves,71,43452745
2023-06-30,Barranquilla,9,Herramientas Industriales,Llaves,55,17652442
2023-06-30,Barranquilla,94,Repuestos Automotrices,Bujías,58,50097980
2023-06-30,Barranquilla,69,Repuestos Automotrices,Filtros,97,56156248
2023-06-30,Barranquilla,125,Tecnología y Seguridad,Control de acceso,129,138329717
2023-06-30,Barranquilla,78,Repuestos Automotrices,Frenos,134,148333851
2023-06-30,Barranquilla,42,Equipos Eléctricos,Breakers,149,51561514
2023-06-30,Barranquilla,129,Materiales de Construcción,Adhesivos,81,75874677
2023-06-30,Barranquilla,120,Tecnología y Seguridad,Sensores,59,43094163
2023-06-30,Barranquilla,23,Herramientas Industriales,Sierras,142,39827486
2023-06-30,Barranquilla,50,Equipos Eléctricos,Cables,112,5626747
2023-06-30,Barranquilla,98,Tecnología y Seguridad,Cámaras,76,27647885
2023-06-30,Barranquilla,141,Materiales de Construcción,Tuberías,130,115540669
2023-06-30,Barranquilla,91,Repuestos Automotrices,Bujías,188,74900625
2023-06-30,Barranquilla,10,Herramientas Industriales,Llaves,164,69305680
2023-06-30,Barranquilla,75,Repuestos Automotrices,Frenos,160,12350556
2023-06-30,Barranquilla,160,Materiales de Construcción,Impermeabilizantes,137,24085800
2023-06-30,Barranquilla,34,Equipos Eléctricos,Transformadores,187,30710335
2023-06-30,Barranquilla,124,Tecnología y Seguridad,Control de acceso,124,60741531
2023-06-30,Barranquilla,133,Materiales de Construcción,Adhesivos,96,87340274
2023-06-30,Barranquilla,6,Herramientas Industriales,Taladros,88,3740715
2023-06-30,Barranquilla,153,Materiales de Construcción,Impermeabilizantes,90,73255770
2023-06-30,Barranquilla,127,Tecnología y Seguridad,Control de acceso,99,94965116
2023-06-30,Barranquilla,47,Equipos Eléctricos,Breakers,245,197995553
2023-06-30,Barranquilla,28,Herramientas Industriales,Compresores,199,119558758
2023-06-30,Barranquilla,54,Equipos Eléctricos,Cables,157,69853953
2023-06-30,Barranquilla,123,Tecnología y Seguridad,Control de acceso,146,5010312
2023-06-30,Barranquilla,152,Materiales de Construcción,Aislantes,144,75587238
2023-06-30,Barranquilla,116,Tecnología y Seguridad,Sensores,54,43584732
2023-06-30,Barranquilla,70,Repuestos Automotrices,Filtros,140,56405419
2023-06-30,Barranquilla,60,Equipos Eléctricos,Tableros,246,224647906
2023-06-30,Barranquilla,48,Equipos Eléctricos,Breakers,185,151201289
2023-06-30,Barranquilla,83,Repuestos Automotrices,Lubricantes,57,6406829
2023-06-30,Barranquilla,13,Herramientas Industriales,Llaves,0,0
2023-06-30,Barranquilla,110,Tecnología y Seguridad,DVR,99,68580062
2023-06-30,Barranquilla,85,Repuestos Automotrices,Lubricantes,173,10708398
2023-06-30,Barranquilla,80,Repuestos Automotrices,Frenos,135,35896746
2023-06-30,Barranquilla,143,Materiales de Construcción,Tuberías,132,74343671
2023-06-30,Barranquilla,67,Repuestos Automotrices,Filtros,220,31394493
2023-06-30,Barranquilla,95,Repuestos Automotrices,Bujías,110,63503729
2023-06-30,Barranquilla,126,Tecnología y Seguridad,Control de acceso,146,44347300
2023-06-30,Barranquilla,2,Herramientas Industriales,Taladros,91,73014687
2023-06-30,Barranquilla,56,Equipos Eléctricos,Cables,97,29876716
2023-06-30,Barranquilla,35,Equipos Eléctricos,Transformadores,193,17410549
2023-06-30,Barranquilla,132,Materiales de Construcción,Adhesivos,145,24575374
2023-06-30,Barranquilla,51,Equipos Eléctricos,Cables,80,4128110
2023-06-30,Barranquilla,145,Materiales de Construcción,Aislantes,104,29935046
2023-06-30,Barranquilla,4,Herramientas Industriales,Taladros,104,8622572
2023-06-30,Cali,131,Materiales de Construcción,Adhesivos,45,30154118
2023-06-30,Cali,10,Herramientas Industriales,Llaves,125,55370940
2023-06-30,Cali,20,Herramientas Industriales,Sierras,159,114735001
2023-06-30,Cali,156,Materiales de Construcción,Impermeabilizantes,84,37348761
2023-06-30,Cali,96,Repuestos Automotrices,Bujías,127,13555245
2023-06-30,Cali,133,Materiales de Construcción,Adhesivos,159,155220136
2023-06-30,Cali,154,Materiales de Construcción,Impermeabilizantes,141,70555476
2023-06-30,Cali,81,Repuestos Automotrices,Lubricantes,79,29389918
2023-06-30,Cali,129,Materiales de Construcción,Adhesivos,73,65673541
2023-06-30,Cali,91,Repuestos Automotrices,Bujías,32,11940069
2023-06-30,Cali,46,Equipos Eléctricos,Breakers,78,10541821
2023-06-30,Cali,51,Equipos Eléctricos,Cables,48,2620058
2023-06-30,Cali,76,Repuestos Automotrices,Frenos,156,151039601
2023-06-30,Cali,98,Tecnología y Seguridad,Cámaras,101,37866157
2023-06-30,Cali,67,Repuestos Automotrices,Filtros,44,6542017
2023-06-30,Cali,18,Herramientas Industriales,Sierras,206,193353683
2023-06-30,Cali,92,Repuestos Automotrices,Bujías,74,71689124
2023-06-30,Cali,126,Tecnología y Seguridad,Control de acceso,120,36864163
2023-06-30,Cali,137,Materiales de Construcción,Tuberías,148,142658885
2023-06-30,Cali,74,Repuestos Automotrices,Frenos,154,99802069
2023-06-30,Cali,143,Materiales de Construcción,Tuberías,100,64195834
2023-06-30,Cali,60,Equipos Eléctricos,Tableros,198,188104152
2023-06-30,Cali,59,Equipos Eléctricos,Tableros,132,107868500
2023-06-30,Cali,80,Repuestos Automotrices,Frenos,63,17760184
2023-06-30,Cali,35,Equipos Eléctricos,Transformadores,136,12054399
2023-06-30,Cali,87,Repuestos Automotrices,Lubricantes,111,60204231
2023-06-30,Cali,105,Tecnología y Seguridad,DVR,174,4218961
2023-06-30,Cali,49,Equipos Eléctricos,Cables,130,70695723
2023-06-30,Cali,36,Equipos Eléctricos,Transformadores,80,61218183
2023-06-30,Cali,7,Herramientas Industriales,Taladros,133,118581418
2023-06-30,Cali,68,Repuestos Automotrices,Filtros,107,102645422
2023-06-30,Cali,9,Herramientas Industriales,Llaves,156,54824686
2023-06-30,Cali,82,Repuestos Automotrices,Lubricantes,188,118500252
2023-06-30,Cali,130,Materiales de Construcción,Adhesivos,104,62734848
2023-06-30,Cali,159,Materiales de Construcción,Impermeabilizantes,0,0
2023-06-30,Cali,14,Herramientas Industriales,Llaves,150,31711522
2023-06-30,Cali,145,Materiales de Construcción,Aislantes,121,40923318
2023-06-30,Cali,53,Equipos Eléctricos,Cables,107,108167620
2023-06-30,Cali,66,Repuestos Automotrices,Filtros,34,16274804
2023-06-30,Cali,121,Tecnología y Seguridad,Control de acceso,142,143645949
2023-06-30,Cali,100,Tecnología y Seguridad,Cámaras,133,116453900
2023-06-30,Cali,34,Equipos Eléctricos,Transformadores,79,11953648
2023-06-30,Cali,72,Repuestos Automotrices,Filtros,113,58956905
2023-06-30,Cali,139,Materiales de Construcción,Tuberías,154,136388198
2023-06-30,Cali,39,Equipos Eléctricos,Transformadores,183,157482159
2023-06-30,Cali,138,Materiales de Construcción,Tuberías,169,88474558
2023-06-30,Cali,89,Repuestos Automotrices,Bujías,82,63421908
2023-06-30,Cali,31,Herramientas Industriales,Compresores,59,23646775
2023-06-30,Cali,118,Tecnología y Seguridad,Sensores,64,13531127
2023-06-30,Cali,23,Herramientas Industriales,Sierras,122,33562351
2023-06-30,Cali,102,Tecnología y Seguridad,Cámaras,0,0
2023-06-30,Cali,95,Repuestos Automotrices,Bujías,136,76373432
2023-06-30,Cali,16,Herramientas Industriales,Llaves,259,166124758
2023-06-30,Cali,111,Tecnología y Seguridad,DVR,186,121336085
2023-06-30,Cali,79,Repuestos Automotrices,Frenos,100,69797737
2023-06-30,Cali,77,Repuestos Automotrices,Frenos,121,19865039
2023-06-30,Cali,134,Materiales de Construcción,Adhesivos,195,135997366
2023-06-30,Cali,84,Repuestos Automotrices,Lubricantes,93,30941318
2023-06-30,Cali,144,Materiales de Construcción,Tuberías,189,90756743
2023-06-30,Cali,25,Herramientas Industriales,Compresores,113,65038437
2023-07-31,Bogotá,86,Repuestos Automotrices,Lubricantes,192,142380889
2023-07-31,Bogotá,9,Herramientas Industriales,Llaves,16,4945475
2023-07-31,Bogotá,137,Materiales de Construcción,Tuberías,0,0
2023-07-31,Bogotá,27,Herramientas Industriales,Compresores,75,70987297
2023-07-31,Bogotá,37,Equipos Eléctricos,Transformadores,103,2780914
2023-07-31,Bogotá,142,Materiales de Construcción,Tuberías,36,14322168
2023-07-31,Bogotá,129,Materiales de Construcción,Adhesivos,128,128559944
2023-07-31,Bogotá,132,Materiales de Construcción,Adhesivos,68,10185678
2023-07-31,Bogotá,35,Equipos Eléctricos,Transformadores,127,11325713
2023-07-31,Bogotá,136,Materiales de Construcción,Adhesivos,109,94745344
2023-07-31,Bogotá,71,Repuestos Automotrices,Filtros,73,76289400
2023-07-31,Bogotá,139,Materiales de Construcción,Tuberías,54,48363338
2023-07-31,Bogotá,40,Equipos Eléctricos,Transformadores,181,73054387
2023-07-31,Bogotá,101,Tecnología y Seguridad,Cámaras,41,26352774
2023-07-31,Bogotá,43,Equipos Eléctricos,Breakers,99,33299504
2023-07-31,Bogotá,106,Tecnología y Seguridad,DVR,151,84783834
2023-07-31,Bogotá,96,Repuestos Automotrices,Bujías,65,7203534
2023-07-31,Bogotá,17,Herramientas Industriales,Sierras,146,12398959
2023-07-31,Bogotá,50,Equipos Eléctricos,Cables,117,5483829
2023-07-31,Bogotá,76,Repuestos Automotrices,Frenos,13,11719338
2023-07-31,Bogotá,130,Materiales de Construcción,Adhesivos,82,45104563
2023-07-31,Bogotá,121,Tecnología y Seguridad,Control de acceso,175,170640931
2023-07-31,Bogotá,59,Equipos Eléctricos,Tableros,127,101052597
2023-07-31,Bogotá,47,Equipos Eléctricos,Breakers,111,88807390
2023-07-31,Bogotá,30,Herramientas Industriales,Compresores,159,10404285
2023-07-31,Bogotá,12,Herramientas Industriales,Llaves,77,22922925
2023-07-31,Bogotá,57,Equipos Eléctricos,Tableros,282,266760260
2023-07-31,Bogotá,3,Herramientas Industriales,Taladros,168,32630321
2023-07-31,Bogotá,61,Equipos Eléctricos,Tableros,125,103701680
2023-07-31,Bogotá,153,Materiales de Construcción,Impermeabilizantes,139,100789103
2023-07-31,Bogotá,82,Repuestos Automotrices,Lubricantes,147,91202107
2023-07-31,Bogotá,143,Materiales de Construcción,Tuberías,59,37301947
2023-07-31,Bogotá,113,Tecnología y Seguridad,Sensores,87,25878365
2023-07-31,Bogotá,44,Equipos Eléctricos,Breakers,134,110387639
2023-07-31,Bogotá,135,Materiales de Construcción,Adhesivos,22,9149189
2023-07-31,Bogotá,157,Materiales de Construcción,Impermeabilizantes,140,6900441
2023-07-31,Bogotá,115,Tecnología y Seguridad,Sensores,235,203902921
2023-07-31,Bogotá,26,Herramientas Industriales,Compresores,101,97845137
2023-07-31,Bogotá,116,Tecnología y Seguridad,Sensores,183,149760739
2023-07-31,Bogotá,22,Herramientas Industriales,Sierras,123,6839646
2023-07-31,Bogotá,152,Materiales de Construcción,Aislantes,110,64611105
2023-07-31,Bogotá,103,Tecnología y Seguridad,Cámaras,150,100457785
2023-07-31,Bogotá,15,Herramientas Industriales,Llaves,172,102199340
2023-07-31,Bogotá,53,Equipos Eléctricos,Cables,0,0
2023-07-31,Bogotá,11,Herramientas Industriales,Llaves,86,56802151
2023-07-31,Bogotá,89,Repuestos Automotrices,Bujías,192,128820719
2023-07-31,Bogotá,42,Equipos Eléctricos,Breakers,140,53272969
2023-07-31,Bogotá,24,Herramientas Industriales,Sierras,197,66194612
2023-07-31,Bogotá,68,Repuestos Automotrices,Filtros,182,192879227
2023-07-31,Bogotá,134,Materiales de Construcción,Adhesivos,172,129923993
2023-07-31,Bogotá,33,Equipos Eléctricos,Transformadores,77,24508392
2023-07-31,Bogotá,38,Equipos Eléctricos,Transformadores,165,114473526
2023-07-31,Bogotá,20,Herramientas Industriales,Sierras,103,78689872
2023-07-31,Bogotá,49,Equipos Eléctricos,Cables,105,57674888
2023-07-31,Bogotá,122,Tecnología y Seguridad,Control de acceso,108,96251049
2023-07-31,Bogotá,23,Herramientas Industriales,Sierras,105,29804321
2023-07-31,Bogotá,117,Tecnología y Seguridad,Sensores,93,52305190
2023-07-31,Bogotá,75,Repuestos Automotrices,Frenos,84,6123737
2023-07-31,Bogotá,46,Equipos Eléctricos,Breakers,190,26927195
2023-07-31,Bogotá,148,Materiales de Construcción,Aislantes,72,11502758
2023-07-31,Barranquilla,152,Materiales de Construcción,Aislantes,98,56138442
2023-07-31,Barranquilla,129,Materiales de Construcción,Adhesivos,0,0
2023-07-31,Barranquilla,88,Repuestos Automotrices,Lubricantes,139,88463474
2023-07-31,Barranquilla,118,Tecnología y Seguridad,Sensores,157,31545177
2023-07-31,Barranquilla,83,Repuestos Automotrices,Lubricantes,135,16232148
2023-07-31,Barranquilla,59,Equipos Eléctricos,Tableros,125,113248800
2023-07-31,Barranquilla,141,Materiales de Construcción,Tuberías,108,98942400
2023-07-31,Barranquilla,47,Equipos Eléctricos,Breakers,187,142690412
2023-07-31,Barranquilla,81,Repuestos Automotrices,Lubricantes,133,55998534
2023-07-31,Barranquilla,51,Equipos Eléctricos,Cables,228,11501600
2023-07-31,Barranquilla,57,Equipos Eléctricos,Tableros,150,134329933
2023-07-31,Barranquilla,89,Repuestos Automotrices,Bujías,216,149003367
2023-07-31,Barranquilla,79,Repuestos Automotrices,Frenos,85,61046193
2023-07-31,Barranquilla,67,Repuestos Automotrices,Filtros,49,6929447
2023-07-31,Barranquilla,55,Equipos Eléctricos,Cables,98,24527264
2023-07-31,Barranquilla,5,Herramientas Industriales,Taladros,51,31247113
2023-07-31,Barranquilla,43,Equipos Eléctricos,Breakers,188,64485148
2023-07-31,Barranquilla,131,Materiales de Construcción,Adhesivos,115,72077330
2023-07-31,Barranquilla,14,Herramientas Industriales,Llaves,170,36258414
2023-07-31,Barranquilla,54,Equipos Eléctricos,Cables,97,42621146
2023-07-31,Barranquilla,96,Repuestos Automotrices,Bujías,80,8751857
2023-07-31,Barranquilla,72,Repuestos Automotrices,Filtros,132,67336714
2023-07-31,Barranquilla,94,Repuestos Automotrices,Bujías,48,43754330
2023-07-31,Barranquilla,71,Repuestos Automotrices,Filtros,151,147282877
2023-07-31,Barranquilla,50,Equipos Eléctricos,Cables,233,10130268
2023-07-31,Barranquilla,112,Tecnología y Seguridad,DVR,70,7976806
2023-07-31,Barranquilla,106,Tecnología y Seguridad,DVR,103,57127427
2023-07-31,Barranquilla,116,Tecnología y Seguridad,Sensores,134,114357088
2023-07-31,Barranquilla,93,Repuestos Automotrices,Bujías,113,30636152
2023-07-31,Barranquilla,148,Materiales de Construcción,Aislantes,104,16776830
2023-07-31,Barranquilla,155,Materiales de Construcción,Impermeabilizantes,165,128570206
2023-07-31,Barranquilla,77,Repuestos Automotrices,Frenos,107,18598436
2023-07-31,Barranquilla,136,Materiales de Construcción,Adhesivos,115,97424564
2023-07-31,Barranquilla,144,Materiales de Construcción,Tuberías,221,113334065
2023-07-31,Barranquilla,15,Herramientas Industriales,Llaves,96,56575898
2023-07-31,Barranquilla,78,Repuestos Automotrices,Frenos,208,200723726
2023-07-31,Barranquilla,113,Tecnología y Seguridad,Sensores,0,0
2023-07-31,Barranquilla,9,Herramientas Industriales,Llaves,134,42068720
2023-07-31,Barranquilla,32,Herramientas Industriales,Compresores,85,68762005
2023-07-31,Barranquilla,26,Herramientas Industriales,Compresores,240,237748815
2023-07-31,Barranquilla,66,Repuestos Automotrices,Filtros,45,19583088
2023-07-31,Barranquilla,124,Tecnología y Seguridad,Control de acceso,206,92850038
2023-07-31,Barranquilla,31,Herramientas Industriales,Compresores,118,46825248
2023-07-31,Barranquilla,37,Equipos Eléctricos,Transformadores,50,1413257
2023-07-31,Barranquilla,45,Equipos Eléctricos,Breakers,156,143385193
2023-07-31,Barranquilla,114,Tecnología y Seguridad,Sensores,90,98167753
2023-07-31,Barranquilla,119,Tecnología y Seguridad,Sensores,112,35511074
2023-07-31,Barranquilla,13,Herramientas Industriales,Llaves,102,51435263
2023-07-31,Barranquilla,61,Equipos Eléctricos,Tableros,113,95234281
2023-07-31,Barranquilla,36,Equipos Eléctricos,Transformadores,107,85582988
2023-07-31,Barranquilla,126,Tecnología y Seguridad,Control de acceso,74,22389051
2023-07-31,Barranquilla,133,Materiales de Construcción,Adhesivos,114,106063206
2023-07-31,Barranquilla,38,Equipos Eléctricos,Transformadores,69,47471052
2023-07-31,Barranquilla,100,Tecnología y Seguridad,Cámaras,65,58831122
