documento_id,cliente_id,fecha_factura,fecha_vencimiento,monto_factura_cop,saldo_cop,estado,dias_mora,region,ciudad
319,218,2022-07-07,2022-10-05,24108510,12847782,En mora,818,Caribe,Sincelejo
320,83,2024-02-23,2024-03-24,49278060,0,Pagado,0,Caribe,Santa Marta
321,86,2023-10-14,2024-01-12,3955552,3719183,En mora,354,Llanos,Villavicencio
322,16,2023-07-28,2023-10-26,17620432,0,Pagado,0,Pacífico,Popayán
323,88,2023-04-20,2023-06-19,10118252,9905912,En mora,561,Llanos,Yopal
324,144,2023-06-13,2023-09-11,6943710,0,Pagado,0,Llanos,Arauca
325,11,2022-09-26,2022-10-26,4434858,0,Pagado,0,Pacífico,Pasto
326,147,2022-02-28,2022-03-30,4060460,0,Pagado,0,Llanos,Yopal
327,207,2022-09-24,2022-10-24,50892800,0,Pagado,0,Pacífico,Buenaventura
328,106,2022-11-05,2023-01-04,1288668,0,Pagado,0,Caribe,Cartagena
329,177,2024-11-01,2024-12-01,13188128,10209830,En mora,30,Llanos,Yopal
330,212,2024-10-04,2024-12-03,3588552,0,Pagado,0,Llanos,Arauca
331,31,2023-10-11,2023-12-10,2120475,0,Pagado,0,Eje Cafetero,Armenia
332,31,2023-02-24,2023-04-25,7135935,0,Pagado,0,Eje Cafetero,Armenia
333,62,2024-04-10,2024-07-09,6367972,0,Pagado,0,Caribe,Barranquilla
334,10,2022-12-10,2023-03-10,8557700,0,Pagado,0,Caribe,Cartagena
335,55,2023-02-10,2023-05-11,13452746,0,Pagado,0,Caribe,Cartagena
336,19,2024-09-05,2024-11-04,8065512,5637313,En mora,57,Llanos,Yopal
337,182,2022-05-22,2022-07-21,10666568,0,Pagado,0,Santanderes,Cúcuta
338,155,2022-03-24,2022-06-22,4668696,0,Pagado,0,Pacífico,Pasto
339,193,2023-07-04,2023-08-03,15324456,0,Pagado,0,Llanos,Yopal
340,128,2023-01-02,2023-03-03,6711600,0,Pagado,0,Llanos,Arauca
341,20,2024-05-05,2024-06-04,859267,0,Pagado,0,Pacífico,Popayán
342,32,2023-12-26,2024-03-25,9805164,0,Pagado,0,Santanderes,Bucaramanga
343,103,2023-06-18,2023-07-18,1396612,757733,En mora,532,Pacífico,Popayán
344,40,2024-01-06,2024-03-06,5481618,0,Pagado,0,Pacífico,Buenaventura
345,7,2022-01-05,2022-03-06,23725338,22803344,En mora,1031,Eje Cafetero,Pereira
346,66,2022-07-11,2022-10-09,2315976,0,Pagado,0,Santanderes,Barrancabermeja
347,203,2024-07-18,2024-10-16,1742737,0,Pagado,0,Caribe,Santa Marta
348,182,2023-04-08,2023-07-07,416367,339203,En mora,543,Santanderes,Cúcuta
349,98,2024-04-22,2024-05-22,11786751,0,Pagado,0,Santanderes,Cúcuta
350,54,2024-10-25,2024-11-24,400842,0,Pagado,0,Caribe,Barranquilla
351,57,2022-09-09,2022-12-08,45052,0,Pagado,0,Eje Cafetero,Manizales
352,40,2023-09-04,2023-10-04,40855700,0,Pagado,0,Pacífico,Buenaventura
353,12,2022-04-27,2022-05-27,15226725,0,Pagado,0,Caribe,Sincelejo
354,198,2022-09-30,2022-10-30,11028787,0,Pagado,0,Caribe,Santa Marta
355,72,2022-04-09,2022-05-09,16061881,0,Pagado,0,Eje Cafetero,Pereira
356,15,2023-08-02,2023-10-01,15243555,11483910,En mora,457,Santanderes,Cúcuta
357,117,2022-09-22,2022-12-21,56250792,0,Pagado,0,Eje Cafetero,Armenia
358,43,2023-09-28,2023-10-28,48466512,29362652,En mora,430,Pacífico,Buenaventura
359,52,2023-04-10,2023-07-09,1498995,1437040,En mora,541,Eje Cafetero,Pereira
360,11,2024-02-02,2024-03-03,5024556,0,Pagado,0,Pacífico,Pasto
361,108,2023-04-22,2023-06-21,7198784,0,Pagado,0,Eje Cafetero,Armenia
362,203,2024-01-04,2024-04-03,760880,0,Pagado,0,Caribe,Santa Marta
363,186,2023-04-10,2023-05-10,4691835,0,Pagado,0,Pacífico,Pasto
364,33,2024-04-18,2024-07-17,11649150,0,Pagado,0,Llanos,Villavicencio
365,73,2024-12-25,2025-01-24,43888156,43888156,Vigente,0,Eje Cafetero,Pereira
366,19,2023-02-26,2023-03-28,7813044,0,Pagado,0,Llanos,Yopal
367,90,2023-04-13,2023-05-13,1547166,1261432,En mora,598,Eje Cafetero,Armenia
368,179,2022-12-17,2023-02-15,17037306,16128381,En mora,685,Pacífico,Buenaventura
369,195,2022-11-09,2023-02-07,62306432,0,Pagado,0,Santanderes,Barrancabermeja
370,85,2024-09-11,2024-10-11,1268136,0,Pagado,0,Pacífico,Popayán
371,63,2024-12-02,2025-01-31,2972775,2972775,Vigente,0,Llanos,Villavicencio
372,126,2023-04-09,2023-06-08,4478668,0,Pagado,0,Caribe,Cartagena
373,173,2022-06-23,2022-07-23,8703269,0,Pagado,0,Santanderes,Barrancabermeja
374,167,2024-09-20,2024-10-20,38566632,0,Pagado,0,Caribe,Santa Marta
375,44,2024-02-24,2024-05-24,922558,0,Pagado,0,Caribe,Cartagena
376,10,2022-06-11,2022-07-11,5329602,0,Pagado,0,Caribe,Cartagena
377,30,2023-03-06,2023-05-05,17811088,0,Pagado,0,Santanderes,Bucaramanga
378,55,2022-01-14,2022-02-13,16639702,0,Pagado,0,Caribe,Cartagena
379,93,2022-07-22,2022-09-20,13843066,0,Pagado,0,Caribe,Santa Marta
380,11,2023-08-19,2023-11-17,14919270,6501082,En mora,410,Pacífico,Pasto
381,190,2024-02-20,2024-03-21,35418280,0,Pagado,0,Eje Cafetero,Manizales
382,156,2023-04-02,2023-07-01,11363104,0,Pagado,0,Pacífico,Pasto
383,92,2022-06-18,2022-08-17,14617648,0,Pagado,0,Pacífico,Pasto
384,179,2023-03-02,2023-05-01,14105043,0,Pagado,0,Pacífico,Buenaventura
385,87,2022-09-28,2022-12-27,11836165,0,Pagado,0,Pacífico,Cali
386,10,2023-04-14,2023-07-13,55898912,0,Pagado,0,Caribe,Cartagena
387,203,2022-09-15,2022-10-15,4280367,0,Pagado,0,Caribe,Santa Marta
388,17,2022-11-30,2023-02-28,24531477,0,Pagado,0,Eje Cafetero,Pereira
389,174,2024-10-17,2025-01-15,27091504,27091504,Vigente,0,Eje Cafetero,Pereira
390,204,2023-11-10,2023-12-10,2138793,0,Pagado,0,Santanderes,Cúcuta
391,74,2024-04-05,2024-07-04,5100656,2967888,En mora,180,Santanderes,Barrancabermeja
392,45,2024-05-27,2024-06-26,1302900,0,Pagado,0,Eje Cafetero,Armenia
393,185,2022-03-21,2022-05-20,1316975,609385,En mora,956,Caribe,Sincelejo
394,103,2024-12-27,2025-01-26,27195840,27195840,Vigente,0,Pacífico,Popayán
395,179,2024-06-28,2024-07-28,1818839,0,Pagado,0,Pacífico,Buenaventura
396,189,2022-05-15,2022-08-13,65458772,0,Pagado,0,Eje Cafetero,Manizales
397,99,2022-08-07,2022-09-06,1801775,0,Pagado,0,Pacífico,Popayán
398,19,2022-02-03,2022-05-04,18103878,0,Pagado,0,Llanos,Yopal
399,128,2022-03-27,2022-05-26,12114319,0,Pagado,0,Llanos,Arauca
400,212,2023-04-04,2023-06-03,4548082,0,Pagado,0,Llanos,Arauca
401,13,2024-08-24,2024-09-23,3180258,0,Pagado,0,Santanderes,Cúcuta
402,35,2022-07-12,2022-08-11,27276928,15970739,En mora,873,Llanos,Villavicencio
403,195,2024-01-04,2024-03-04,15700752,0,Pagado,0,Santanderes,Barrancabermeja
404,141,2023-11-13,2024-02-11,12885135,0,Pagado,0,Santanderes,Bucaramanga
405,51,2023-08-28,2023-10-27,12723200,0,Pagado,0,Llanos,Arauca
406,177,2024-04-07,2024-06-06,19737133,19501054,En mora,208,Llanos,Yopal
407,200,2022-12-12,2023-02-10,35049930,15767014,En mora,690,Llanos,Yopal
408,150,2024-07-09,2024-09-07,14714028,0,Pagado,0,Santanderes,Barrancabermeja
409,99,2024-03-24,2024-04-23,3333432,0,Pagado,0,Pacífico,Popayán
410,107,2023-03-15,2023-06-13,1672024,0,Pagado,0,Pacífico,Popayán
411,40,2024-10-25,2024-11-24,42885738,0,Pagado,0,Pacífico,Buenaventura
412,97,2023-08-29,2023-11-27,45332898,44581597,En mora,400,Caribe,Sincelejo
413,211,2022-09-14,2022-11-13,14380894,0,Pagado,0,Llanos,Villavicencio
414,27,2022-11-09,2023-01-08,10109472,0,Pagado,0,Eje Cafetero,Pereira
415,131,2022-01-22,2022-03-23,18582696,0,Pagado,0,Santanderes,Bucaramanga
416,157,2022-12-30,2023-01-29,22166946,0,Pagado,0,Santanderes,Bucaramanga
417,107,2023-09-28,2023-11-27,2923557,0,Pagado,0,Pacífico,Popayán
418,88,2022-06-11,2022-07-11,17304592,0,Pagado,0,Llanos,Yopal
419,133,2022-01-17,2022-04-17,10237140,4580712,En mora,989,Caribe,Valledupar
420,165,2023-04-21,2023-07-20,3245515,0,Pagado,0,Santanderes,Cúcuta
421,5,2023-10-09,2023-12-08,1277388,0,Pagado,0,Pacífico,Popayán
422,93,2024-03-06,2024-05-05,7778733,0,Pagado,0,Caribe,Santa Marta
423,127,2022-09-28,2022-11-27,15157752,0,Pagado,0,Pacífico,Buenaventura
424,66,2023-05-04,2023-06-03,8194567,0,Pagado,0,Santanderes,Barrancabermeja
425,108,2024-03-13,2024-04-12,7896000,0,Pagado,0,Eje Cafetero,Armenia
426,168,2024-06-20,2024-08-19,3441905,1530953,En mora,134,Santanderes,Barrancabermeja
427,170,2023-12-23,2024-01-22,24719716,0,Pagado,0,Santanderes,Bucaramanga
428,57,2024-04-08,2024-05-08,44500290,0,Pagado,0,Eje Cafetero,Manizales
429,79,2023-11-01,2023-12-31,17163195,0,Pagado,0,Llanos,Villavicencio
430,62,2022-11-10,2023-02-08,11097296,0,Pagado,0,Caribe,Barranquilla
431,186,2022-07-24,2022-10-22,27372132,0,Pagado,0,Pacífico,Pasto
432,68,2024-11-19,2025-01-18,2992544,2992544,Vigente,0,Pacífico,Pasto
433,100,2022-12-22,2023-02-20,52639500,0,Pagado,0,Eje Cafetero,Manizales
434,19,2022-11-05,2022-12-05,1288668,0,Pagado,0,Llanos,Yopal
435,216,2024-08-04,2024-11-02,16418646,0,Pagado,0,Llanos,Arauca
436,150,2024-10-18,2024-11-17,2215178,0,Pagado,0,Santanderes,Barrancabermeja
437,44,2022-08-31,2022-10-30,1469973,692812,En mora,793,Caribe,Cartagena
438,174,2023-03-16,2023-06-14,42579872,33522043,En mora,566,Eje Cafetero,Pereira
439,205,2023-01-04,2023-04-04,9384304,0,Pagado,0,Caribe,Cartagena
440,42,2024-12-10,2025-03-10,3873715,3873715,Vigente,0,Caribe,Barranquilla
441,40,2024-06-24,2024-08-23,5407360,0,Pagado,0,Pacífico,Buenaventura
442,20,2023-08-14,2023-09-13,17101590,13963240,En mora,475,Pacífico,Popayán
443,215,2024-09-20,2024-12-19,10813158,0,Pagado,0,Caribe,Barranquilla
444,59,2024-07-09,2024-10-07,843750,0,Pagado,0,Pacífico,Pasto
445,15,2022-07-04,2022-09-02,15962328,0,Pagado,0,Santanderes,Cúcuta
446,181,2023-01-05,2023-02-04,1259320,0,Pagado,0,Eje Cafetero,Manizales
447,132,2023-06-02,2023-07-02,39351060,17917147,En mora,548,Eje Cafetero,Pereira
448,158,2024-11-28,2025-02-26,30974900,30974900,Vigente,0,Pacífico,Pasto
449,79,2024-12-09,2025-02-07,33672161,33672161,Vigente,0,Llanos,Villavicencio
450,188,2024-02-29,2024-04-29,8457036,4266907,En mora,246,Caribe,Sincelejo
451,31,2023-10-19,2023-11-18,8282520,4931713,En mora,409,Eje Cafetero,Armenia
452,3,2022-11-08,2023-02-06,28647472,0,Pagado,0,Pacífico,Cali
453,6,2023-08-25,2023-11-23,3419984,0,Pagado,0,Caribe,Barranquilla
454,219,2023-01-13,2023-02-12,9671684,0,Pagado,0,Santanderes,Cúcuta
455,4,2022-08-25,2022-09-24,270312,215450,En mora,829,Santanderes,Bucaramanga
456,219,2022-10-17,2022-11-16,3375540,1858369,En mora,776,Santanderes,Cúcuta
457,72,2022-08-08,2022-09-07,43160172,0,Pagado,0,Eje Cafetero,Pereira
458,109,2023-07-19,2023-10-17,2066120,1634833,En mora,441,Pacífico,Pasto
459,84,2022-09-03,2022-12-02,26324904,0,Pagado,0,Pacífico,Pasto
460,115,2022-08-20,2022-10-19,36410308,0,Pagado,0,Pacífico,Popayán
461,220,2024-04-30,2024-07-29,27276928,0,Pagado,0,Santanderes,Cúcuta
462,153,2023-04-19,2023-06-18,1575684,1341502,En mora,562,Caribe,Valledupar
463,24,2023-10-03,2023-12-02,4170520,2313724,En mora,395,Pacífico,Cali
464,134,2023-11-18,2024-02-16,3997320,0,Pagado,0,Pacífico,Buenaventura
465,205,2024-11-09,2025-01-08,9480678,9480678,Vigente,0,Caribe,Cartagena
466,107,2022-10-26,2022-12-25,1228189,905895,En mora,737,Pacífico,Popayán
467,164,2024-11-01,2024-12-31,8719753,8719753,Vigente,0,Llanos,Arauca
468,105,2023-12-15,2024-03-14,13978980,13656319,En mora,292,Eje Cafetero,Pereira
469,141,2024-01-10,2024-04-09,31958864,22982540,En mora,266,Santanderes,Bucaramanga
470,180,2023-01-19,2023-03-20,19985775,8321612,En mora,652,Caribe,Valledupar
471,14,2023-04-05,2023-07-04,6743282,0,Pagado,0,Pacífico,Pasto
472,67,2023-02-05,2023-03-07,731484,0,Pagado,0,Pacífico,Popayán
473,78,2023-03-07,2023-04-06,49211591,0,Pagado,0,Llanos,Yopal
474,22,2024-08-04,2024-11-02,31735548,0,Pagado,0,Llanos,Yopal
475,106,2024-02-26,2024-04-26,34429827,0,Pagado,0,Caribe,Cartagena
476,101,2022-03-05,2022-06-03,14214873,0,Pagado,0,Pacífico,Cali
477,10,2022-11-21,2023-02-19,4969512,0,Pagado,0,Caribe,Cartagena
478,145,2022-01-05,2022-02-04,21193344,0,Pagado,0,Eje Cafetero,Manizales
479,152,2023-01-05,2023-03-06,2178526,0,Pagado,0,Santanderes,Cúcuta
480,163,2024-02-11,2024-03-12,8209929,0,Pagado,0,Eje Cafetero,Manizales
481,219,2022-03-28,2022-05-27,3548352,0,Pagado,0,Santanderes,Cúcuta
482,162,2024-06-24,2024-09-22,5407360,4947757,En mora,100,Llanos,Arauca
483,56,2022-09-10,2022-12-09,39040365,0,Pagado,0,Eje Cafetero,Manizales
484,217,2024-04-21,2024-07-20,11921475,5049394,En mora,164,Llanos,Yopal
485,80,2023-04-19,2023-06-18,27444480,0,Pagado,0,Pacífico,Pasto
486,108,2023-06-22,2023-08-21,15516033,0,Pagado,0,Eje Cafetero,Armenia
487,182,2022-05-28,2022-07-27,43381296,0,Pagado,0,Santanderes,Cúcuta
488,203,2023-08-15,2023-10-14,1829632,1300949,En mora,444,Caribe,Santa Marta
489,1,2023-05-06,2023-07-05,56754944,0,Pagado,0,Caribe,Barranquilla
490,56,2022-12-07,2023-02-05,45592008,0,Pagado,0,Eje Cafetero,Manizales
491,192,2023-12-06,2024-02-04,11997504,0,Pagado,0,Caribe,Cartagena
492,179,2024-08-17,2024-09-16,27351814,0,Pagado,0,Pacífico,Buenaventura
493,134,2023-10-30,2023-12-29,21621900,0,Pagado,0,Pacífico,Buenaventura
494,145,2024-09-18,2024-11-17,27205226,20930779,En mora,44,Eje Cafetero,Manizales
495,220,2022-08-12,2022-11-10,9770560,9292071,En mora,782,Santanderes,Cúcuta
496,118,2024-06-30,2024-08-29,47072766,0,Pagado,0,Pacífico,Popayán
497,113,2022-11-29,2022-12-29,31312800,26734297,En mora,733,Caribe,Sincelejo
498,22,2023-05-15,2023-07-14,225260,0,Pagado,0,Llanos,Yopal
499,3,2022-05-12,2022-08-10,5314246,4891337,En mora,874,Pacífico,Cali
500,21,2022-04-04,2022-07-03,62540595,0,Pagado,0,Llanos,Yopal
501,143,2022-10-09,2022-11-08,1829632,0,Pagado,0,Pacífico,Pasto
502,131,2022-03-13,2022-04-12,10636832,7751548,En mora,994,Santanderes,Bucaramanga
503,212,2024-05-07,2024-06-06,41637610,0,Pagado,0,Llanos,Arauca
504,209,2023-01-05,2023-03-06,4771200,3376800,En mora,666,Caribe,Barranquilla
505,198,2024-08-27,2024-09-26,1368606,1232734,En mora,96,Caribe,Santa Marta
506,101,2023-12-31,2024-01-30,9010200,0,Pagado,0,Pacífico,Cali
507,188,2023-09-15,2023-11-14,9513636,0,Pagado,0,Caribe,Sincelejo
508,197,2024-03-21,2024-05-20,18046238,0,Pagado,0,Santanderes,Barrancabermeja
509,2,2024-04-24,2024-07-23,975312,919986,En mora,161,Llanos,Villavicencio
510,87,2023-04-19,2023-05-19,1575684,0,Pagado,0,Pacífico,Cali
511,92,2024-07-08,2024-10-06,30853524,13012717,En mora,86,Pacífico,Pasto
512,131,2023-03-30,2023-05-29,15803592,8872743,En mora,582,Santanderes,Bucaramanga
513,192,2022-06-13,2022-08-12,30788892,19486448,En mora,872,Caribe,Cartagena
514,60,2023-01-18,2023-02-17,24398082,13957414,En mora,683,Caribe,Valledupar
515,46,2023-03-01,2023-03-31,25935408,0,Pagado,0,Santanderes,Bucaramanga
516,46,2024-02-19,2024-05-19,24362760,0,Pagado,0,Santanderes,Bucaramanga
517,201,2023-09-13,2023-12-12,20091318,0,Pagado,0,Caribe,Valledupar
518,215,2022-03-05,2022-04-04,14171805,0,Pagado,0,Caribe,Barranquilla
519,133,2024-12-31,2025-03-31,9077495,9077495,Vigente,0,Caribe,Valledupar
520,45,2024-11-05,2025-01-04,5919712,5919712,Vigente,0,Eje Cafetero,Armenia
521,71,2023-08-05,2023-11-03,32938680,17460281,En mora,424,Caribe,Santa Marta
522,110,2023-11-05,2024-01-04,3483005,3289315,En mora,362,Santanderes,Cúcuta
523,54,2022-08-08,2022-11-06,2038695,1661185,En mora,786,Caribe,Barranquilla
524,181,2022-03-21,2022-05-20,4586208,0,Pagado,0,Eje Cafetero,Manizales
525,158,2024-12-04,2025-03-04,16033822,16033822,Vigente,0,Pacífico,Pasto
526,105,2022-05-23,2022-08-21,6268908,3259047,En mora,863,Eje Cafetero,Pereira
527,149,2023-12-07,2024-02-05,51159096,0,Pagado,0,Santanderes,Barrancabermeja
528,115,2023-02-03,2023-04-04,3986874,0,Pagado,0,Pacífico,Popayán
529,210,2022-12-29,2023-01-28,1349502,1345202,En mora,703,Llanos,Yopal
530,122,2023-03-11,2023-06-09,14476560,0,Pagado,0,Pacífico,Popayán
531,220,2024-12-10,2025-03-10,3873715,3873715,Vigente,0,Santanderes,Cúcuta
532,38,2024-07-31,2024-09-29,21520314,9833085,En mora,93,Santanderes,Barrancabermeja
533,85,2023-08-14,2023-11-12,17101590,16334500,En mora,415,Pacífico,Popayán
534,169,2022-02-16,2022-03-18,16389122,7533278,En mora,1019,Pacífico,Pasto
535,162,2024-03-21,2024-05-20,18962463,0,Pagado,0,Llanos,Arauca
536,117,2023-05-06,2023-08-04,3141634,0,Pagado,0,Eje Cafetero,Armenia
537,209,2024-12-19,2025-03-19,133584,133584,Vigente,0,Caribe,Barranquilla
538,162,2022-02-25,2022-04-26,642960,0,Pagado,0,Llanos,Arauca
539,204,2022-03-02,2022-04-01,22347248,0,Pagado,0,Santanderes,Cúcuta
540,57,2022-12-24,2023-01-23,2888152,0,Pagado,0,Eje Cafetero,Manizales
541,107,2023-02-12,2023-03-14,2277534,0,Pagado,0,Pacífico,Popayán
542,31,2024-11-03,2024-12-03,21692406,17880998,En mora,28,Eje Cafetero,Armenia
543,43,2024-03-09,2024-06-07,10515060,6337012,En mora,207,Pacífico,Buenaventura
544,114,2024-10-01,2024-10-31,9954252,7691135,En mora,61,Caribe,Valledupar
545,103,2022-07-21,2022-10-19,1330043,0,Pagado,0,Pacífico,Popayán
546,132,2024-09-09,2024-11-08,8688266,0,Pagado,0,Eje Cafetero,Pereira
547,88,2022-02-01,2022-05-02,16474044,0,Pagado,0,Llanos,Yopal
548,76,2023-06-25,2023-07-25,10503249,0,Pagado,0,Pacífico,Pasto
549,173,2023-12-27,2024-01-26,17352998,0,Pagado,0,Santanderes,Barrancabermeja
550,1,2023-02-26,2023-05-27,732868,0,Pagado,0,Caribe,Barranquilla
551,29,2023-11-10,2023-12-10,15143895,0,Pagado,0,Pacífico,Popayán
552,131,2024-12-19,2025-01-18,30788892,30788892,Vigente,0,Santanderes,Bucaramanga
553,189,2023-04-20,2023-06-19,10118252,0,Pagado,0,Eje Cafetero,Manizales
554,39,2023-12-23,2024-01-22,13096886,0,Pagado,0,Caribe,Valledupar
555,100,2023-03-25,2023-04-24,46666235,0,Pagado,0,Eje Cafetero,Manizales
556,78,2023-11-10,2023-12-10,5560692,2454937,En mora,387,Llanos,Yopal
557,124,2022-11-26,2023-02-24,1350404,655050,En mora,676,Llanos,Yopal
558,215,2024-08-04,2024-09-03,15598848,14266481,En mora,119,Caribe,Barranquilla
559,134,2022-09-29,2022-12-28,11038356,5466725,En mora,734,Pacífico,Buenaventura
560,212,2022-11-25,2023-02-23,9610884,0,Pagado,0,Llanos,Arauca
561,108,2024-10-17,2024-11-16,6941194,4086943,En mora,45,Eje Cafetero,Armenia
562,106,2022-06-12,2022-07-12,28871868,0,Pagado,0,Caribe,Cartagena
563,213,2024-08-04,2024-10-03,3294090,0,Pagado,0,Caribe,Sincelejo
564,153,2024-03-25,2024-05-24,29962569,27699539,En mora,221,Caribe,Valledupar
565,125,2022-03-27,2022-06-25,1451160,889984,En mora,920,Eje Cafetero,Armenia
566,22,2024-12-28,2025-01-27,19636308,19636308,Vigente,0,Llanos,Yopal
567,200,2023-04-02,2023-07-01,5678760,0,Pagado,0,Llanos,Yopal
568,24,2024-06-08,2024-09-06,4616261,0,Pagado,0,Pacífico,Cali
569,42,2022-06-01,2022-08-30,7328680,0,Pagado,0,Caribe,Barranquilla
570,134,2023-02-08,2023-04-09,32881723,16982908,En mora,632,Pacífico,Buenaventura
571,104,2024-12-06,2025-02-04,2498388,2498388,Vigente,0,Santanderes,Cúcuta
572,48,2022-07-20,2022-08-19,19021530,9062200,En mora,865,Llanos,Arauca
573,206,2024-11-17,2025-02-15,70382637,70382637,Vigente,0,Eje Cafetero,Pereira
574,21,2023-10-14,2023-12-13,2791422,1892684,En mora,384,Llanos,Yopal
575,196,2023-04-14,2023-07-13,4757292,0,Pagado,0,Llanos,Arauca
576,109,2024-05-08,2024-06-07,17699656,0,Pagado,0,Pacífico,Pasto
577,177,2023-06-19,2023-07-19,5946199,0,Pagado,0,Llanos,Yopal
578,116,2024-06-20,2024-08-19,4822524,0,Pagado,0,Llanos,Arauca
579,77,2023-04-29,2023-07-28,1695414,0,Pagado,0,Llanos,Yopal
580,62,2023-07-02,2023-09-30,5941224,0,Pagado,0,Caribe,Barranquilla
581,206,2023-11-23,2023-12-23,24860160,0,Pagado,0,Eje Cafetero,Pereira
582,161,2023-08-17,2023-10-16,1406824,902685,En mora,442,Pacífico,Popayán
583,60,2022-06-26,2022-09-24,682476,0,Pagado,0,Caribe,Valledupar
584,76,2024-07-28,2024-08-27,9170931,9122135,En mora,126,Pacífico,Pasto
585,96,2022-01-10,2022-02-09,5648888,0,Pagado,0,Caribe,Cartagena
586,163,2023-09-08,2023-11-07,9081031,0,Pagado,0,Eje Cafetero,Manizales
587,84,2024-01-11,2024-04-10,893580,0,Pagado,0,Pacífico,Pasto
588,27,2024-11-03,2024-12-03,28430553,0,Pagado,0,Eje Cafetero,Pereira
589,113,2022-05-11,2022-06-10,45615564,43912143,En mora,935,Caribe,Sincelejo
590,200,2023-01-05,2023-04-05,2178526,911939,En mora,636,Llanos,Yopal
591,148,2023-01-06,2023-02-05,28528680,0,Pagado,0,Llanos,Villavicencio
592,17,2022-12-27,2023-02-25,10933208,0,Pagado,0,Eje Cafetero,Pereira
593,11,2024-03-13,2024-04-12,23955975,23788571,En mora,263,Pacífico,Pasto
594,175,2022-02-05,2022-03-07,8189712,3365576,En mora,1030,Caribe,Valledupar
595,213,2022-12-21,2023-01-20,8503982,0,Pagado,0,Caribe,Sincelejo
596,17,2023-05-01,2023-05-31,15496026,0,Pagado,0,Eje Cafetero,Pereira
597,169,2022-02-19,2022-03-21,33755438,0,Pagado,0,Pacífico,Pasto
598,149,2023-03-14,2023-04-13,25783420,0,Pagado,0,Santanderes,Barrancabermeja
599,58,2024-09-12,2024-12-11,8457408,0,Pagado,0,Caribe,Sincelejo
600,102,2023-08-11,2023-11-09,36306534,0,Pagado,0,Santanderes,Bucaramanga
601,6,2024-05-21,2024-08-19,32171370,25552643,En mora,134,Caribe,Barranquilla
602,131,2023-02-24,2023-05-25,3830202,0,Pagado,0,Santanderes,Bucaramanga
603,68,2022-01-12,2022-03-13,18207900,0,Pagado,0,Pacífico,Pasto
604,91,2024-03-09,2024-06-07,11504416,0,Pagado,0,Llanos,Yopal
605,98,2022-04-15,2022-07-14,475550,237471,En mora,901,Santanderes,Cúcuta
606,113,2024-04-12,2024-07-11,28930198,19434418,En mora,173,Caribe,Sincelejo
607,125,2022-01-26,2022-03-27,6068751,0,Pagado,0,Eje Cafetero,Armenia
608,211,2024-01-05,2024-03-05,43614480,0,Pagado,0,Llanos,Villavicencio
609,144,2024-11-28,2025-01-27,30974900,30974900,Vigente,0,Llanos,Arauca
610,155,2024-01-29,2024-02-28,4858368,0,Pagado,0,Pacífico,Pasto
611,67,2024-01-02,2024-02-01,8633844,6121843,En mora,334,Pacífico,Popayán
612,144,2022-08-06,2022-09-05,4363660,0,Pagado,0,Llanos,Arauca
613,148,2022-08-07,2022-09-06,8956116,4743284,En mora,847,Llanos,Villavicencio
614,18,2022-09-10,2022-12-09,694908,0,Pagado,0,Santanderes,Barrancabermeja
615,150,2022-03-22,2022-04-21,25085070,23098056,En mora,985,Santanderes,Barrancabermeja
616,189,2022-01-07,2022-03-08,51446718,0,Pagado,0,Eje Cafetero,Manizales
617,138,2022-02-06,2022-03-08,44393328,0,Pagado,0,Pacífico,Buenaventura
618,89,2023-12-30,2024-03-29,19543152,11390535,En mora,277,Santanderes,Bucaramanga
619,49,2022-04-10,2022-07-09,44047770,0,Pagado,0,Caribe,Sincelejo
620,193,2022-08-06,2022-11-04,22641935,10412703,En mora,788,Llanos,Yopal
621,122,2022-05-05,2022-08-03,16978036,9346583,En mora,881,Pacífico,Popayán
622,186,2023-10-13,2023-11-12,1719360,824710,En mora,415,Pacífico,Pasto
623,220,2022-07-25,2022-09-23,38081423,0,Pagado,0,Santanderes,Cúcuta
624,123,2022-01-12,2022-03-13,18207900,0,Pagado,0,Caribe,Santa Marta
625,196,2024-07-14,2024-10-12,40807830,23957948,En mora,80,Llanos,Arauca
626,111,2023-10-29,2023-12-28,719871,0,Pagado,0,Pacífico,Cali
627,5,2024-04-16,2024-07-15,23504710,0,Pagado,0,Pacífico,Popayán
628,23,2024-06-29,2024-08-28,8900058,0,Pagado,0,Santanderes,Bucaramanga
629,95,2022-06-13,2022-09-11,23951178,9669124,En mora,842,Pacífico,Cali
630,192,2022-01-26,2022-03-27,9489725,7287627,En mora,1010,Caribe,Cartagena
631,42,2024-12-08,2025-01-07,14342400,14342400,Vigente,0,Caribe,Barranquilla
632,198,2024-12-22,2025-01-21,37293614,37293614,Vigente,0,Caribe,Santa Marta
633,161,2024-04-08,2024-07-07,4788152,0,Pagado,0,Pacífico,Popayán
634,8,2022-05-18,2022-06-17,30478200,0,Pagado,0,Caribe,Sincelejo
635,95,2023-10-16,2024-01-14,14297388,8375229,En mora,352,Pacífico,Cali
636,81,2022-09-28,2022-11-27,408256,0,Pagado,0,Pacífico,Popayán
637,112,2022-03-11,2022-04-10,5662860,0,Pagado,0,Caribe,Sincelejo
638,184,2023-08-19,2023-11-17,50133765,0,Pagado,0,Eje Cafetero,Pereira
639,52,2024-05-12,2024-08-10,11442130,10617514,En mora,143,Eje Cafetero,Pereira
